price_date,brand,category,description,currency,page,0km,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > TRACTOR SERIE 6400 DYNA 6 (159HP A 229HP),229HP - MF 6499 S/3P (600-65R28 / 710-70R38),u$s,38,,,,,,,,,,,97300.0,73000.0,65700.0,59100.0,53200.0,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > TRACTOR SERIE 6400 DYNA 6 (159HP A 229HP),229HP - MF 6499 C/3P (600-65R28 / 710-70R38),u$s,38,,,,,,,,,,,106600.0,79900.0,71900.0,64700.0,58300.0,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > TRACTOR SERIE MF 6700,128 HP - MF 6712 4X4 14.9-28 / 18.4- 38 CAB.ORIG. FULL AR AGCOMMAND JOYSTICK TRANS. DYNA4,u$s,38,99340.0,95400.0,91600.0,87900.0,84400.0,81000.0,77800.0,74600.0,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > TRACTOR SERIE MF 6700,139 HP - MF 6713 4X4 14.9-28/18.4.38 DUAL-AR-LEVANTE 3P. CAB.ORIG.FULL TRANS. DYNA4,u$s,38,108290.0,104000.0,99800.0,95800.0,92000.0,88300.0,84800.0,81400.0,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > TRACTOR SERIE MF 6700,139 HP - MF 6713 4X4 14.9-26/23.1-30 -LEVANTE 3P. CAB.ORIG.FULL TRANS. DYNA4,u$s,38,108290.0,104000.0,99800.0,95800.0,92000.0,88300.0,84800.0,81400.0,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > Tractor Serie MF 7000 Argentina,150 CV - MF 7015 4X4 16.9-28 / 24.5- 32 PLATAFORMADO,u$s,38,90930.0,87300.0,83800.0,80400.0,77200.0,74100.0,71200.0,68300.0,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > Tractor Serie MF 7000 Argentina,150 CV - MF 7015 4X4 14.9-28 / 18.4- 38 DUAL PLATAFORMADO,u$s,38,96124.0,92300.0,88600.0,85000.0,81600.0,78400.0,75200.0,72200.0,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > Tractor Serie MF 7000 Argentina,150 CV - MF 7015 4X4 16.9-28 / 24.5- 32 CON CABINA ORIGINAL FULL,u$s,38,100735.0,96700.0,92800.0,89100.0,85600.0,82100.0,78900.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > Tractor Serie MF 7000 Argentina,175 CV - MF 7017 4X4 16.9-28 / 24.5- 32 CON CABINA ORIGINAL FULL,u$s,38,108815.0,104500.0,100300.0,96300.0,92400.0,88700.0,85200.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > Tractor Serie MF 7000 Argentina,175 HP - MF 7017 4X4 14.9-28 / 18.4- 38 DUAL CON CABINA ORIGINAL FULL,u$s,39,113986.0,109400.0,105000.0,100800.0,96800.0,92900.0,89200.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > Tractor Serie MF 7000 Argentina,190 CV - MF 7019 4X4 16.9-30 / 30.5- 32 CON CABINA ORIGINAL FULL,u$s,39,117218.0,112500.0,108000.0,103700.0,99600.0,95600.0,91800.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > Tractor Serie MF 7000 Argentina,190HP - MF 7019 4X4 16.9-30/20.8-38 DUAL C/CAB.ORIGINAL FULL,u$s,39,122390.0,117500.0,112800.0,108300.0,104000.0,99800.0,95800.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > Tractor Serie MF 7000 Argentina,210CV - MF 7021 4X4 16.9-30/30.5-32 C/CAB.ORIGINAL FULL,u$s,39,123359.0,118400.0,113700.0,109100.0,104800.0,100600.0,96600.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > Tractor Serie MF 7000 Argentina,210HP - MF 7021 4X 16.9-30/20.8-38 DUAL C/CAB.ORIGINAL FULL,u$s,39,128531.0,123400.0,118500.0,113700.0,109200.0,104800.0,100600.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > TRACTOR SERIE 7000 DYNA 6,159 HP - MF 7350 4X4 (18.4-26 / 24.4- 32) AUTOGUIDE READY CAB.ORIGINAL 3P,u$s,39,134534.0,129200.0,124000.0,119000.0,114300.0,109700.0,105300.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > TRACTOR SERIE 7000 DYNA 6,180 HP - MF 7370 4x4 (18.4-26 / 24.5- 32) AUTOGUIDE READY CAB.ORIGINAL 3P,u$s,39,142324.0,136600.0,131200.0,125900.0,120900.0,116000.0,111400.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > TRACTOR SERIE 7000 DYNA 6,180 HP - MF 7370 4x4 (18.4-26 / 20.8- 38 Duales) CAB.ORIGINAL,u$s,39,144755.0,139000.0,133400.0,128100.0,122900.0,118000.0,113300.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > TRACTOR SERIE 7000 DYNA 6,200 HP - MF 7390 4x4 (16.9-28 / 20.8- 38 Duales) AUTOGUIDE READY CAB.ORIGINAL,u$s,39,167404.0,160700.0,154300.0,148100.0,142200.0,136500.0,131000.0,125800.0,120800.0,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > TRACTOR SERIE 7000 DYNA 6,200 HP - MF 7390 C/ 3P CAB (16.9-28 / 20.8-38 Duales),u$s,39,,,,,,,,,118400.0,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > TRACTOR SERIE 7000 DYNA 6,215 HP - MF 7415 Cab. (16.9-28 / 20.8- 42 Duales),u$s,39,,,,,,,,,146300.0,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 4200 STANDARD (83HP A 140HP) > TRACTOR SERIE 7000 DYNA 6,215 HP - MF 7415 C/3P CAB (16.9-28 / 20.8-42 Duales),u$s,39,,,,,,,,,126900.0,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 7000 DYNA 6,225HP - MF 7415 4X4 18.4-26/20.8-38 DUAL CAB.ORIGINAL LEV TRES PUNTOS,u$s,41,171600.0,164700.0,158100.0,151800.0,145700.0,139900.0,134300.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 7000 DYNA 6,225HP - MF 7415 4X4 16.9-30/20.8-42 DUAL AUTOGUIDE READY CAB.ORIGINAL,u$s,41,176645.0,169600.0,162800.0,156300.0,150000.0,144000.0,138300.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 7000 DYNA 6 > Tractor Serie MF 7700 EUROPA DYNA 6,215HP - MF 7722 4X4 540-65R30/650- 65R42 RADIALES PILOT AUT. CAB.ORIG. LEV 3P,u$s,41,181631.0,174400.0,167400.0,160700.0,154300.0,148100.0,142200.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 7000 DYNA 6 > Tractor Serie MF 7700 EUROPA DYNA 6,235HP - MF 7724 4X4 600-65R28/710- 70R38 RADIALES PIL.AUT. CAB.ORIG. LEV 3P,u$s,41,193261.0,185500.0,178100.0,171000.0,164100.0,157600.0,151300.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 7000 DYNA 6 > Tractor Serie MF 7700 EUROPA DYNA 6,255HP - MF 7726 4X4 4870- 70R30/620-70R42 Dual PIL.AUT. CAB.ORIG. LEV 3P,u$s,41,215475.0,206900.0,198600.0,190600.0,183000.0,175700.0,168700.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 7000 DYNA 6 > Tractor Serie MF 8600 EUROPA DYNA VT,320CV - MF 8670 4X4 600-65R34/710- 75R42 Dual AUTOGUIDE READY PIL.AUT. CAB.ORIG. LEV 3P,u$s,41,276200.0,265200.0,254500.0,244400.0,234600.0,225200.0,216200.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 7000 DYNA 6 > TRACTOR SERIE MF 8700 EUROPA VT,320 CV - MF 8770 4X4 710-75R42 DUAL PILOTO AUT. CABINA ORIGINAL LEV 3P. DYNA VT,u$s,42,276250.0,265200.0,254600.0,244400.0,234600.0,225200.0,216200.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 7000 DYNA 6 > TRACTOR SERIE MF 8700 EUROPA VT,370 CV - MF 8790 4X4 710-75R42 DUALES PILOTO AUT. CABINA ORIGINAL LEV 3P.,u$s,42,309400.0,297000.0,285100.0,273700.0,262800.0,252300.0,242200.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 7000 DYNA 6 > TRACTOR SERIE MF 4200 ARGENTINA,"81 HP - MF 4275 4 X 2 7,50 - 16 / 13.6-38 CON LEVANTE 3P.",u$s,42,48840.0,46900.0,45000.0,43200.0,41500.0,39800.0,38200.0,36700.0,35200.0,33800.0,32500.0,31200.0,29900.0,28700.0,27600.0,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 7000 DYNA 6 > TRACTOR SERIE MF 4200 ARGENTINA,"92 HP - MF 4283 4 X 2 7,50-16 / 13.6-38 CON LEVANTE DE 3P.",u$s,42,54370.0,52200.0,50100.0,48100.0,46200.0,44300.0,42600.0,40900.0,39200.0,37700.0,36100.0,34700.0,33300.0,32000.0,30700.0,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 7000 DYNA 6 > TRACTOR SERIE MF 4200 ARGENTINA,"92 HP - MF 4283 4 X 2 7,50 - 16 / 18.4 - 30 CON LEVANTE DE 3P.",u$s,42,53590.0,51400.0,49400.0,47400.0,45500.0,43700.0,41900.0,40300.0,38700.0,37100.0,35600.0,34200.0,32800.0,31500.0,30300.0,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 7000 DYNA 6 > TRACTOR SERIE MF 4200 ARGENTINA,92 HP - MF 4283 4 X 2 9.50 - 16 / 18.4 - 34 CON LEVANTE DE 3P.,u$s,42,54150.0,52000.0,49900.0,47900.0,46000.0,44200.0,42400.0,40700.0,39100.0,37500.0,36000.0,34600.0,33200.0,31900.0,30600.0,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 7000 DYNA 6 > TRACTOR SERIE MF 4200 ARGENTINA,92 HP - MF 4283 4X4 12.4 - 24 / 18.4- 30 CON LEVANTE DE 3P.,u$s,42,56360.0,54100.0,51900.0,49900.0,47900.0,46000.0,44100.0,42400.0,40700.0,39000.0,37500.0,36000.0,34500.0,33200.0,31800.0,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 7000 DYNA 6 > TRACTOR SERIE MF 4200 ARGENTINA,92 HP - MF- 4283 4X4 12.4-24 / 13.6- 38 CON LEVANTE DE 3P.,u$s,42,58230.0,55900.0,53700.0,51500.0,49500.0,47500.0,45600.0,43800.0,42000.0,40300.0,38700.0,37200.0,35700.0,34300.0,32900.0,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 7000 DYNA 6 > TRACTOR SERIE MF 4200 ARGENTINA,92 HP - MF 4283 4X4 290-95 R 34 / 320-90 R 50 CON LEVANTE 3P.,u$s,42,65750.0,63100.0,60600.0,58200.0,55800.0,53600.0,51500.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,TRACTOR SERIE 7000 DYNA 6 > TRACTOR SERIE MF 4200 ARGENTINA,92 HP - MF 4283 4X4 12.4-24 / 18.4- 30 CON LEVANTE DE 3P.,u$s,42,64110.0,61500.0,59100.0,56700.0,54500.0,52300.0,50200.0,48200.0,46200.0,44400.0,42600.0,40900.0,39300.0,37700.0,36200.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT,TT 45 2WD Straddle,u$s,42,,,,,,,18800.0,17500.0,17000.0,16000.0,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT,TT 45 4WD Straddle,u$s,42,,,,,,,22000.0,21000.0,20000.0,19000.0,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT,TT 55 2WD Frutero,u$s,42,,,,,,,,,27000.0,26000.0,25000.0,23800.0,22500.0,21800.0,21000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT,TT 65 2WD Frutero,u$s,42,,,,,,,,,28500.0,27000.0,25500.0,24000.0,22500.0,21800.0,21000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT,TT 3840/4 4WD,u$s,42,,,,,,,32000.0,30500.0,29000.0,26900.0,24800.0,23900.0,23000.0,22000.0,21000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT,TT 3880/4 4WD,u$s,42,,,,,,,35000.0,33500.0,32000.0,30000.0,28000.0,27000.0,26000.0,25000.0,24000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT,TT 3880/4 4WD C/Ultralenta,u$s,42,,,,,,,37000.0,35000.0,33000.0,31000.0,29000.0,27800.0,26500.0,25300.0,24000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT,TT 4030 - S/Cabina,u$s,43,,,,,,,,,30000.0,28500.0,27000.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT,TN 75 2WD,u$s,43,,,,,,,,,,,,,22000.0,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT,TN 75 4WD,u$s,43,,,,,,,,,,,,,25000.0,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TT3,TT3.50 2WD Straddle,u$s,43,27515.0,26400.0,25400.0,24300.0,23400.0,22400.0,21500.0,,,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TT3,TT3.50 4WD Straddle,u$s,43,33592.0,32200.0,31000.0,29700.0,28500.0,27400.0,26300.0,,,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor TT4.65 2WD,Straddle,u$s,43,36134.0,34700.0,33300.0,32000.0,30700.0,29500.0,28300.0,27200.0,26100.0,25000.0,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor TT4.65 4WD,Straddle,u$s,43,42764.0,41100.0,39400.0,37800.0,36300.0,34900.0,33500.0,32100.0,30900.0,29600.0,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor TT4.75 2WD,Straddle,u$s,43,42874.0,41200.0,39500.0,37900.0,36400.0,35000.0,33600.0,32200.0,30900.0,29700.0,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor TT4.75 4WD,Straddle,u$s,43,49504.0,47500.0,45600.0,43800.0,42000.0,40400.0,38800.0,37200.0,35700.0,34300.0,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor TT4.90 4WD,Straddle,u$s,43,64974.0,62400.0,59900.0,57500.0,55200.0,53000.0,,,,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Boomer,Boomer 25 4WD,u$s,43,16244.0,15600.0,15000.0,14400.0,13800.0,13200.0,,,,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Workmaster,Workmaster 40 4WD,u$s,43,20664.0,19800.0,19000.0,18300.0,17600.0,16800.0,,,,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie 4000,T4030V/2 Viñatero Plataformado 2WD,u$s,43,,,,,,,,,32000.0,30500.0,29000.0,28000.0,27000.0,25800.0,24500.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie 4000,T4030V/4 Viñatero Plataformado 4WD,u$s,43,,,,,,,,,30000.0,28500.0,27000.0,25800.0,24500.0,23300.0,22000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie 4000,T4030V/2C Cabinado Viñatero 2WD,u$s,43,,,,,,,,,38000.0,36500.0,35000.0,33500.0,32000.0,30500.0,29000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie 4000,T4030V/4C Cabinado Viñatero 4WD,u$s,43,,,,,,,,,38000.0,37000.0,36000.0,34000.0,32000.0,31000.0,30000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie 4000,T4030F/4C Cabinado Frutero,u$s,43,,,,,,,,,41000.0,39000.0,37000.0,35300.0,33500.0,32000.0,30500.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie 4000,T4050F/4R Frutero Plataformado 4WD,u$s,43,,,,,,,,,40000.0,38500.0,37000.0,35000.0,33000.0,32000.0,31000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie 4000,T4050F/4RPS Frutero Plataformado Power Shuttle 4WD,u$s,43,,,,,,,,,40000.0,37800.0,35500.0,33800.0,32000.0,30000.0,28000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie 4000,T4050F/4C Frutero Cabinado 4WD,u$s,43,,,,,,,,,43000.0,40500.0,38000.0,36500.0,35000.0,33500.0,32000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie 4000,T4050F/4CPS Cabinado Power Shuttle 4WD,u$s,43,,,,,,,,,44000.0,42000.0,40000.0,38000.0,36000.0,34500.0,33000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TD5,TD5.90 Plataformado Inversor Hidráulico,u$s,43,66411.0,63800.0,61200.0,58800.0,56400.0,54200.0,52000.0,49900.0,47900.0,46000.0,44200.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TD5,TD5.90 Cabinado Inversor Hidráulico,u$s,43,78124.0,75000.0,72000.0,69100.0,66400.0,63700.0,61200.0,58700.0,56400.0,54100.0,51900.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TD5,TD5.110 4WD Plataformado Inversor Hidráulico,u$s,44,76798.0,73700.0,70800.0,67900.0,65200.0,62600.0,60100.0,57700.0,55400.0,53200.0,51100.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TD5,TD5.110 4WD Cabinado Inversor Hidráulico,u$s,44,88511.0,85000.0,81600.0,78300.0,75200.0,72200.0,69300.0,66500.0,63900.0,61300.0,58800.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TD,TD70 S/Cabina 2WD,u$s,44,,,,,,,,,33000.0,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TD,TD70 S/Cabina 4WD,u$s,44,,,,,,,,,25000.0,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TD,TD80/ 2S Plataformado 2WD,u$s,44,,,,,,,,,27000.0,26000.0,25000.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TD,TD80/ 4C Cabinado 4WD,u$s,44,,,,,,,,,47000.0,45000.0,43000.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TD,TD95/ 4S Plataformado 4WD,u$s,44,,,,,,,,,43000.0,41000.0,39000.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TD,TD95/ 4C Cabinado 4WD,u$s,44,,,,,,,,,50000.0,47500.0,45000.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TL,TL75 F 4WD,u$s,44,,,,,,,,,,,,,,,23000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TL,TL75 E/4 4WD EXITUS,u$s,44,,,,,,,,,,,,,,28000.0,26000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TL,TL85 E/4 Exitus 2WD rodado 13.6x38,u$s,44,,,,,,,,,,,,,,33500.0,32000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TL,TL85 E/4 Exitus 4WD rodado 18.4x34,u$s,44,,,,,,,,,,,,,,34500.0,33000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TL,TL95 E/4 2WD EXITUS,u$s,44,,,,,,,,,,,,,,35000.0,33000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TL,TL95 E/4X 4WD EXITUS c/Ultralenta,u$s,44,,,,,,,,,,,,,,36000.0,34000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TL,TL95 E/4C Plataformado con pala,u$s,44,,,,,,,52000.0,49500.0,47000.0,45000.0,43000.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TL,TL95 E/4CX Cabinado c/Ultralenta,u$s,44,,,,,,,,,60000.0,57000.0,54000.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TL,TL95 E/4CF Cabinado Full con pala,u$s,44,,,,,,,58000.0,56000.0,53000.0,51000.0,49000.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TDF,TD65F 2WD Rodado 380/70 R24,u$s,44,,,,,,,28000.0,,,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TDF,TD75F 4WD Rodado 380/70 R28,u$s,44,,,,,,,35000.0,,,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TDF,TD65F Argentino 4WD,u$s,44,,,,,,,32000.0,,,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TDF,TD75F Argentino 4WD,u$s,44,,,,,,,35000.0,,,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TDF,TD85F Argentino 4WD,u$s,44,,,,,,,38000.0,,,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TK4,TK4.90N Estrecho con orugas goma de 300mm,u$s,45,87737.0,84200.0,80900.0,77600.0,74500.0,71500.0,,,,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TK4,TK4.100N Estrecho con orugas goma de 300mm,u$s,45,92268.0,88600.0,85000.0,81600.0,78400.0,75200.0,,,,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie S,7630 Rodado 18.4X34,u$s,45,84201.0,80800.0,77600.0,74500.0,71500.0,68700.0,65900.0,63300.0,60700.0,58300.0,56000.0,53700.0,51600.0,49500.0,47500.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie S,7630 Rodado 23.1X30,u$s,45,85417.0,82000.0,78700.0,75600.0,72500.0,69600.0,66900.0,64200.0,61600.0,59200.0,56800.0,54500.0,52300.0,50200.0,48200.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie S,8030 Rodado 18.4X34,u$s,45,88621.0,85100.0,81700.0,78400.0,75300.0,72300.0,69400.0,66600.0,63900.0,61400.0,58900.0,56600.0,54300.0,52100.0,50000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie S,8030 Rodado 23.1X30,u$s,45,89837.0,86200.0,82800.0,79500.0,76300.0,73300.0,70300.0,67500.0,64800.0,62200.0,59700.0,57300.0,55000.0,52800.0,50700.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie S,8030 Rodado 23.1X30 c/cabina,u$s,45,94588.0,90800.0,87200.0,83700.0,80300.0,77100.0,74000.0,71100.0,68200.0,65500.0,62900.0,60400.0,58000.0,55600.0,53400.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS6020 /4C Cabinado c/Levante rodado 18.4x38,u$s,45,,,,,,,,,50000.0,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS6020 /4C Cabinado c/Levante rodado 23.1x30,u$s,45,,,,,,,,,50500.0,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS6020 /4CSLH Cabinado Sin levante 18.4x38,u$s,45,,,,,,,,,47000.0,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS6020 /4CSLH Cabinado Sin levante 23.1x30,u$s,45,,,,,,,,,47500.0,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS6030 /4C Cabinado con levante rod.18.4x38,u$s,45,,,,,,,,,52000.0,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS6030 /4c Cabinado con levante rod.23.1x30,u$s,45,,,,,,,,,52500.0,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS6030 /4CSLH Cabinado sin levante rod. 18.4x38,u$s,45,,,,,,,,,49000.0,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS6030 /4CSLH Cabinado sin levante rod. 23.1x30,u$s,45,,,,,,,,,49500.0,,,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS6040 /4SLH Sin Levante rodado 18.4x38,u$s,45,,,,,,,,,69000.0,66000.0,63000.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS6040 /4SLH Sin Levante rodado 23.1x30,u$s,45,,,,,,,,,69000.0,66000.0,63000.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS6040 /4 rodado 18.4x38,u$s,45,,,,,,,,,63000.0,60000.0,57000.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS6040 /4 rodado 23.1x30,u$s,45,,,,,,,,,64000.0,61000.0,58000.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS6040 /4C Cabinado con levante rodado 18.4x38,u$s,46,,,,,,,,,69000.0,66000.0,63000.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS6040 /4C Cabinado con levante rodado 23.1x30,u$s,46,,,,,,,,,69000.0,66000.0,63000.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS6040 /4CSLH Cabinado sin levante rodado 18.4x38,u$s,46,,,,,,,,,68000.0,65000.0,62000.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS6040 /4CSLH Cabinado sin levante rodado 23.1x30,u$s,46,,,,,,,,,71000.0,68000.0,64000.0,,,,,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS 100 2WD,u$s,46,,,,,,,,,,,,,,,32000.0,
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS 100 4WD,u$s,46,,,,,,,,,,,,,,,37000.0,35000.0
08/01/2026,NEW HOLLAND,Tractor Serie TT > Tractor Serie TS,TS 120 4WD,u$s,46,,,,,,,,,,,,,,,38000.0,36500.0
