price_date,brand,category,description,currency,page,0km,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
08/01/2026,JOHN DEERE,Cosechadoras Serie STS,9770 STS - DS 5360hp 35'' Eq.básic.4x4 Map.Brasil (800/65R32),u$s,20,,,,,,,,,,,370000.0,355000.0,340000.0,325000.0,310000.0,
08/01/2026,JOHN DEERE,Cosechadoras Serie STS,9770 STS - DD 5360hp 35'' Eq.básic.4x4 Map.Brasil (D20.8x38 Dual),u$s,20,,,,,,,,,,,388000.0,373500.0,359000.0,344500.0,330000.0,
08/01/2026,JOHN DEERE,Cosechadoras Serie STS,9770 STS - DRS 5360hp 35'' Eq.básic.4x4 Map.USA (900/60 R32),u$s,20,,,,,,,,,,,364000.0,354500.0,345000.0,332500.0,320000.0,
08/01/2026,JOHN DEERE,Cosechadoras Serie STS,9770 STS - DRD 5360hp 35'' Eq.básic.4x4 Map.USA (650/85 R38),u$s,21,,,,,,,,,,,378000.0,366000.0,354000.0,344500.0,335000.0,
08/01/2026,JOHN DEERE,Cosechadoras Serie STS,9770 STS - BDD40D Draper 40'' 4x4 Duales,u$s,21,,,,,,,,,,,428000.0,,,,,
08/01/2026,JOHN DEERE,Cosechadoras Serie STS,S680 4x4 Duales Draper 40'' USA Piloto y Map.Rend Automático,u$s,21,,,,,,,,,565000.0,,,,,,,
08/01/2026,JOHN DEERE,Cosechadoras Serie STS,9870 STS - DRSMP 440hp 35'' Eq.básic.Map.AutoTrac Señal SF2 Ready (900/60R32),u$s,21,,,,,,,,,,,450000.0,429000.0,408000.0,,,
08/01/2026,JOHN DEERE,Tractores E,3036E - 36HP Doble Traccion 3cil.8Fx8 R,u$s,21,20443.0,19600.0,18800.0,18100.0,17400.0,16700.0,16000.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores E,3036EN - 36HP Doble Traccion Sist.Hidraulico,u$s,21,21548.0,20700.0,19900.0,19100.0,18300.0,17600.0,16900.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores E,5090E - 92hp DT 3Ptos. 4 Cil. PowerReverser p/Sinc. (16.9x30),u$s,21,66000.0,63400.0,60800.0,58400.0,56100.0,53800.0,51700.0,49600.0,47600.0,45700.0,43900.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5065E - 65hp DT 3Ptos. CVS TDPiTrans p/Sinc. 9/3 SyncReverser (D9.50- 24-T16.9-28R1),u$s,21,42500.0,40800.0,39200.0,37600.0,36100.0,34700.0,33300.0,31900.0,30700.0,29400.0,28300.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5065E - 65hp ST 3Ptos. CVS TDPiTrans 9/3 SyncReverser (D7.50x16-T16.9- 28R1),u$s,21,36400.0,34900.0,33500.0,32200.0,30900.0,29700.0,28500.0,27400.0,26300.0,25200.0,24200.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5075E - 75hp DT 3Ptos. CVS TDPiTrans p/Sinc. 9/3 SyncReverser (D9.50- 24-T16.9-28R1),u$s,21,49100.0,47100.0,45300.0,43400.0,41700.0,40000.0,38400.0,36900.0,35400.0,34000.0,32600.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5075E - 75hp ST 3Ptos. CVS TDPi 9/3 SyncReverser (D7.50x16 - T16.9- 28R1),u$s,21,42900.0,41200.0,39500.0,38000.0,36400.0,35000.0,33600.0,32200.0,30900.0,29700.0,28500.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5045D - 45 HP 3cil. simple traccion,u$s,21,29400.0,28200.0,27100.0,26000.0,25000.0,24000.0,23000.0,22100.0,21200.0,20400.0,19500.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5045E - 45 HP 3cil. doble traccion,u$s,21,36100.0,34700.0,33300.0,31900.0,30700.0,29400.0,28300.0,27100.0,26000.0,25000.0,24000.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5060E - 60hp ST 3Ptos 3 Cil Transmision SyncShuttle Con techo,u$s,22,41769.0,40100.0,38500.0,37000.0,,,,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5060E - 60hp DT 3Ptos 3 Cil Transmision SyncShuttle Con techo,u$s,22,48399.0,46500.0,44600.0,42800.0,,,,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5070E - 70hp ST 3Ptos 3 Cil Transmision SyncShuttle Con techo,u$s,22,47847.0,45900.0,44100.0,42300.0,,,,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5070E - 70hp DT 3Ptos 3 Cil Transmision SyncShuttle Con techo,u$s,22,55029.0,52800.0,50700.0,48700.0,,,,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5080E - 80hp ST 3Ptos 3 Cil Transmision SyncShuttle Con techo,u$s,22,52819.0,50700.0,48700.0,46700.0,,,,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5080E - 80hp DT 3Ptos 3 Cil Transmision SyncShuttle Con techo,u$s,22,59449.0,57100.0,54800.0,52600.0,,,,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5082E - 82hp DT 3Ptos 4 Cil Transmision SyncroPlus Con Techo (18.4x30),u$s,22,69726.0,66900.0,64300.0,61700.0,59200.0,56900.0,54600.0,52400.0,50300.0,48300.0,46400.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5082E - 82hp DT 3Ptos 4 Cil Transmision SyncroPlus Con Techo (15.5x38),u$s,22,68400.0,65700.0,63000.0,60500.0,58100.0,55800.0,53500.0,51400.0,49300.0,47400.0,45500.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5082E - 82hp DT 3Ptos 4 Cil Transmision PoweReverse Con Techo (18.4x30),u$s,22,75251.0,72200.0,69400.0,66600.0,63900.0,61400.0,58900.0,56500.0,54300.0,52100.0,50000.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5082E - 82hp DT 3Ptos 4 Cil Transmision PoweReverse Con Techo (15.5x38),u$s,22,74256.0,71300.0,68400.0,65700.0,63100.0,60500.0,58100.0,55800.0,53600.0,51400.0,49400.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5082E - 82hp DT 3Ptos 4 Cil Transmision SyncroPlus Cabina con aire aconsicionado (18.4x30),u$s,22,79339.0,76200.0,73100.0,70200.0,67400.0,64700.0,62100.0,59600.0,57200.0,54900.0,52700.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5082E - 82hp DT 3Ptos 4 Cil Transmision SyncroPlus Cab con aire aconsicionado (15.5x38),u$s,23,78013.0,74900.0,71900.0,69000.0,66300.0,63600.0,61100.0,58600.0,56300.0,54000.0,51900.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5082E - 82hp DT 3Ptos 4 Cil Transmision PowerReverser Cabina con aire acondicionado (18.4x30),u$s,23,84312.0,80900.0,77700.0,74600.0,71600.0,68700.0,66000.0,63400.0,60800.0,58400.0,56100.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5082E - 82hp DT 3Ptos 4 Cil Transmision PowerReverser Cab con aire acondicionado (15.5x38),u$s,23,83538.0,80200.0,77000.0,73900.0,71000.0,68100.0,65400.0,62800.0,60300.0,57900.0,55500.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5090E - 92hp DT 3Ptos 4 Cil Transmision SyncroPlus Cabina con aire acondicionado (18.4x30),u$s,23,83980.0,80600.0,77400.0,74300.0,71300.0,68500.0,65700.0,63100.0,60600.0,58200.0,55800.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5090E - 92hp DT 3Ptos 4 Cil Transmision SyncroPlus Cabina con aire acondicionado (15.5x38),u$s,23,82875.0,79600.0,76400.0,73300.0,70400.0,67600.0,64900.0,62300.0,59800.0,57400.0,55100.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5090E - 92hp DT 3Ptos. 4 Cil Transmision SycroPlus Con techo (15.5x38),u$s,23,68510.0,65800.0,63100.0,60600.0,58200.0,55900.0,53600.0,51500.0,49400.0,47400.0,45500.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5090E - 92hp DT 3Ptos. 4 Cil Transmision SycroPlus Con techo (18.4x30),u$s,23,69836.0,67000.0,64400.0,61800.0,59300.0,56900.0,54700.0,52500.0,50400.0,48400.0,46400.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5090E - 92hp DT 3Ptos. 4 Cil Transmision PowerReverser Cabina con aire acondicionado (18.4x30),u$s,23,89063.0,85500.0,82100.0,78800.0,75600.0,72600.0,69700.0,66900.0,64200.0,61700.0,59200.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5090E - 92hp DT 3Ptos. 4 Cil Transmision PowerReverser Cabina con aire acondicionado (15.5x38),u$s,23,88179.0,84700.0,81300.0,78000.0,74900.0,71900.0,69000.0,66300.0,63600.0,61100.0,58600.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5090E - 92hp DT 3Ptos. 4 Cil Transmision PowerReverser Con techo (15.5x38),u$s,24,73704.0,70800.0,67900.0,65200.0,62600.0,60100.0,57700.0,55400.0,53200.0,51000.0,49000.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 5E,5090E - 92hp DT 3Ptos. 4 Cil Transmision PowerReverser Con techo (18.4x30),u$s,24,74698.0,71700.0,68800.0,66100.0,63400.0,60900.0,58500.0,56100.0,53900.0,51700.0,49700.0,,,,,
08/01/2026,JOHN DEERE,Tractores 6M,6175M - 175hp Alemania. Rod. T520/85R42R,u$s,24,168000.0,161300.0,154800.0,148600.0,142700.0,137000.0,131500.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores 6M,6195M - 195hp Alemania. Rod. T520/85R42R,u$s,24,190500.0,182900.0,175600.0,168500.0,161800.0,155300.0,149100.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6D,6100D - 99hp DT C/Cab. 4 Cil. Power Reverser (18.4x34R1),u$s,24,88600.0,85100.0,81700.0,78400.0,75300.0,72200.0,69400.0,66600.0,63900.0,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6D,6110D - 107hp DT C/Cab. PowerTech 4 cil. Trans Top Shaft p/Sinc. (18.4x34R1),u$s,24,92400.0,88700.0,85200.0,81800.0,78500.0,75300.0,72300.0,69400.0,66700.0,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6D,6125D - 123hp DT C/Cab. Trans Top Shaft p/Sinc. PowerTech 4Cil. (18.4x38),u$s,24,104900.0,100700.0,96700.0,92800.0,89100.0,85500.0,82100.0,78800.0,75700.0,72600.0,69700.0,67000.0,64300.0,61700.0,59200.0,56900.0
08/01/2026,JOHN DEERE,Tractores Serie 6J,6110J - 108hp DT C/Cab. Powrquad - 16/16 (T18.4x38),u$s,24,,,,,,,,,82000.0,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6J,6110J - 108hp DT C/Cab. Powrquad - 16/16 (T23.1x30),u$s,24,,,,,,,,,80000.0,76500.0,73000.0,70300.0,67500.0,64800.0,62000.0,59000.0
08/01/2026,JOHN DEERE,Tractores Serie 6J,6115J - Rodado trasero 30 114hp,u$s,24,107500.0,103200.0,99100.0,95100.0,91300.0,87700.0,84100.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6J,6115J - Rodado trasero 38 114hp,u$s,24,106900.0,102600.0,98500.0,94600.0,90800.0,87200.0,83700.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6J,6130J - 123hp DT C/Cab. (18.4x38),u$s,24,,,,,,,,,92000.0,88300.0,84500.0,81000.0,77500.0,74300.0,71000.0,67800.0
08/01/2026,JOHN DEERE,Tractores Serie 6J,6130J - 123hp DT C/Cab. (23.1x30),u$s,24,,,,,,,,,93000.0,88800.0,84500.0,81000.0,77500.0,74300.0,71000.0,67800.0
08/01/2026,JOHN DEERE,Tractores Serie 6J,6135J - Rodado trasero 30 133hp,u$s,24,126900.0,121800.0,117000.0,112300.0,107800.0,103500.0,99300.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6J,6135J - Rodado trasero 38 133hp,u$s,24,126200.0,121200.0,116300.0,111700.0,107200.0,102900.0,98800.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6J,6145J - 143hp DT C/Cab. Paton (24.5x32),u$s,24,,,,,,,,,100000.0,96500.0,93000.0,88800.0,84500.0,81000.0,77500.0,74300.0
08/01/2026,JOHN DEERE,Tractores Serie 6J,6145J - 143hp DT C/Cab. (18.4x38 Dual),u$s,25,,,,,,,,,100000.0,96000.0,92000.0,88300.0,84500.0,81000.0,77500.0,74300.0
08/01/2026,JOHN DEERE,Tractores Serie 6J,6150J - Rodado Paton 148hp,u$s,25,139200.0,133600.0,128300.0,123200.0,118200.0,113500.0,109000.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6J,6150J - Rodado Dual 148hp,u$s,25,140700.0,135100.0,129700.0,124500.0,119500.0,114700.0,110100.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6J,6165J - 163hp DT C/Cab. Paton (24.5x32),u$s,25,,,,,,,,,110000.0,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6J,6165J - 163hp DT C/Cab. (20.8x38 Dual),u$s,25,,,,,,,,,110000.0,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6J,6170J - Rodado Dual 167hp,u$s,25,152500.0,146400.0,140500.0,134900.0,129500.0,124300.0,119400.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6J,6180J - 180hp DT C/Cab. (20.8x38 Dual),u$s,25,,,,,,,,,120000.0,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6J,6190J - Rodado Dual 187hp,u$s,25,174800.0,167800.0,161100.0,154700.0,148500.0,142500.0,136800.0,131400.0,126100.0,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6J,6210J - Rodado Dual 207hp,u$s,25,179200.0,172000.0,165200.0,158500.0,152200.0,146100.0,140300.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6J,7200J - Rodado Paton 200hp,u$s,25,179200.0,172000.0,165200.0,158500.0,152200.0,146100.0,140300.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6J,7215J - Rodado Paton 215hp,u$s,25,189100.0,181500.0,174300.0,167300.0,160600.0,154200.0,148000.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 6J,7230J - Rodado Dual 230hp,u$s,25,204000.0,195800.0,188000.0,180500.0,173300.0,166300.0,159700.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 7,7195J - 192hp DT C/Cab. (710/70R38 Simple),u$s,25,,,,,,,,,129000.0,124500.0,120000.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 7,7195J - 192hp DT C/Cab. (20.8-42),u$s,25,,,,,,,,,129000.0,124500.0,120000.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 7,7210J - 207hp DT C/Cab. (710/70R38 Simple),u$s,25,,,,,,,,,138000.0,133500.0,129000.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 7,7210J - 207hp DT C/Cab. (20.8-42 Simple),u$s,25,,,,,,,,,143000.0,136500.0,130000.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 7,7225J - 222hp DT C/Cab. (20.8-42 Dual),u$s,25,,,,,,,,,157000.0,152000.0,147000.0,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 7,7230R - 230hp Doble traccion Transmision E23 40km/h,u$s,25,207000.0,198700.0,190800.0,183100.0,175800.0,168800.0,162000.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 7,7230R - 230hp USA Transm. E23 Rod.D152 A8R1W 600/70R230,u$s,25,228700.0,219600.0,210800.0,202300.0,194200.0,186500.0,179000.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 8R,8245R - 250hp DT C/Cab. (T600/70R30),u$s,25,251900.0,241800.0,232200.0,222900.0,214000.0,205400.0,197200.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 8R,8270R - 260hp DT C/Cab. ( T 520/85R46 Radial),u$s,25,278200.0,267100.0,256400.0,246100.0,236300.0,226800.0,217800.0,209100.0,200700.0,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 8R,8295R - 285hp DT C/Cab. (T 620/70R46 Radial),u$s,26,295800.0,284000.0,272600.0,261700.0,251200.0,241200.0,231500.0,222300.0,213400.0,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 8R,8320R - 310hp DT C/Cab. ( T 620/70R46 Radial),u$s,26,320400.0,307600.0,295300.0,283500.0,272100.0,261200.0,250800.0,240800.0,231100.0,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 8R,8345R - 335hp DT C/Cab. (T 620/70 R 46 Radial),u$s,26,343700.0,330000.0,316800.0,304100.0,291900.0,280200.0,269000.0,258300.0,247900.0,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie 8R,8370R 370 HP doble traccion con cabina rodado dual,u$s,26,376000.0,361000.0,346500.0,332700.0,319400.0,306600.0,294300.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie SE,5045 D 45 HP 3cil. simple traccion,u$s,26,29400.0,28200.0,27100.0,26000.0,25000.0,24000.0,23000.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie SE,5045 E 45 HP 3cil. doble traccion,u$s,27,36100.0,34700.0,33300.0,31900.0,30700.0,29400.0,28300.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie SE,5082 E 81 HP 4cil. transmision sincronizada 9/3 rodado trasero 18.4 - 30,u$s,27,55500.0,53300.0,51100.0,49100.0,47100.0,45300.0,43400.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores Serie SE,5082 E 81 HP 4cil. transmision powereverse rodado trasero 18.4 - 30,u$s,27,59900.0,57500.0,55200.0,53000.0,50900.0,48800.0,46900.0,,,,,,,,,
08/01/2026,JOHN DEERE,Tractores 9420 R,410 HP DT Rodado Trasero y Delantero Dual,u$s,27,387300.0,371800.0,356900.0,342700.0,329000.0,315800.0,303200.0,291000.0,279400.0,,,,,,,
08/01/2026,JOHN DEERE,Tractores 9420 R,410 HP DT Rodado Trasero y Delantero Dual Art.,u$s,27,,,,,,,,,300000.0,,,,,,,
08/01/2026,MASSEY FERGUSON,,COSECHADORAS MF 6690 HIBRIDA 265HP - MF 6690 GRANOS 4X2 FIELDSTAR CON PILOTO Y TELEMETRIA - DRAPER 25 PIES,u$s,27,348075.0,334200.0,320800.0,308000.0,295600.0,283800.0,272500.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,200CV - MF 32 4X2 (24.5-32 / 14.9-24),u$s,27,,,,,,,,,,,,,,90000.0,80000.0,70000.0
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,COSECHADORAS MF 9690 321HP - MF 9690 4x2 (30.5L32/18.4R26),u$s,27,,,,,,,,,234200.0,,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,321HP - MF 9690 4x2 (30.5L32/18.4R26)c/Fieldstar,u$s,27,,,,,,,,,240000.0,,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,321HP - MF 9690 4x4 (30.5L32/18.4R26),u$s,27,,,,,,,,,248900.0,,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,321HP - MF 9690 4x4 (30.5L32/18.4R26)c/Fieldstar,u$s,28,,,,,,,,,257000.0,,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,COSECHADORAS MF 9695 350HP - MF 9695 GRANOS 4X2 FIELDSTAR CON PILOTO Y TELEMETRIA - DRAPER 30 PIES,u$s,28,489560.0,470000.0,451200.0,433100.0,415800.0,399200.0,383200.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,350HP - MF 9695 GRANOS 4X2 FIELDSTAR CON PILOTO Y TELEMETRIA - DRAPER 35 PIES,u$s,28,498770.0,478800.0,459700.0,441300.0,423600.0,406700.0,390400.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,COSECHADORAS MF 9790 370HP - MF 9790 4X2 30'' USA,u$s,28,,,,,,,,,,,230000.0,220500.0,211000.0,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,370HP - MF 9790 4X4 Duales 30'' USA,u$s,28,,,,,,,,,,,240000.0,233500.0,227000.0,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,370HP - MF 9790 4X4 30'' USA,u$s,28,,,,,,,,,,,245000.0,235000.0,225000.0,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,370HP - MF 9790 4X2 30'' CKD,u$s,28,,,,,,,,,250000.0,237500.0,220000.0,210000.0,200000.0,190000.0,180000.0,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,370HP - MF 9790 4X4 Duales 30'' CKD,u$s,28,,,,,,,,,267500.0,254100.0,230000.0,220000.0,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,370HP - MF 9790 4X4 30'' CKD,u$s,28,,,,,,,,,265200.0,251900.0,228000.0,218000.0,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,370HP - MF 9790 4X2 35'' CKD,u$s,28,,,,,,,,,264200.0,250900.0,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,370HP - MF 9790 4X4 Duales 35'' CKD,u$s,28,,,,,,,,,281300.0,267200.0,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,370HP - MF 9790 4X4 35'' CKD,u$s,28,,,,,,,,,278900.0,265000.0,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,370HP - MF 9790 4X2 35'' CKD CABEZAL DYNAFLEX 9250,u$s,28,,,,,,,,,290700.0,276200.0,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,370HP - MF 9790 4X4 35'' CKD CABEZAL DYNAFLEX 9250,u$s,28,,,,,,,,,305500.0,290200.0,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,370HP - MF 9790 4X4 Duales 35'' CKD CABEZAL DYNAFLEX 9250,u$s,28,,,,,,,,,307800.0,292400.0,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,"370HP - MF 9790 4X2 40"" CKD CABEZAL DE LONA DYNAFLEX 9250",u$s,28,,,,,,,,,296200.0,281400.0,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,370HP - MF 9790 4X4 40'' CKD CABEZAL DE LONA DYNAFLEX 9250,u$s,28,,,,,,,,,311000.0,295400.0,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,370HP - MF 9790 4X4 Duales 40'' CKD CABEZAL DE LONA DYNAFLEX 9250,u$s,28,,,,,,,,,294100.0,279400.0,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,COSECHADORAS MF 9795 410HP - MF 9795 GRANOS 4X4 FIELDSTAR - DRAPER 35 PIES - DUAL,u$s,28,594500.0,570700.0,547900.0,526000.0,504900.0,484700.0,465400.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,410HP - MF 9795 GRANOS 4X4 FIELDSTAR CON PILOTO Y TELEMETRIA - DRAPER 35 PIES - DUAL,u$s,29,605430.0,581200.0,558000.0,535600.0,514200.0,493700.0,473900.0,,,,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,410HP - MF 9795 GRANOS 4X4 FIELDSTAR CON PILOTO Y TELEMETRIA - DRAPER 40 PIES - DUAL,u$s,29,658356.0,632000.0,606700.0,582500.0,559200.0,536800.0,515300.0,494700.0,,,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32,COSECHADORAS MF 9895 470HP - MF 9895 GRANOS 4X4 FIELDSTAR CON PILOTO Y TELEMETRIA - DRAPER 40 PIES - DUAL,u$s,29,746590.0,716700.0,688100.0,660500.0,634100.0,608700.0,584400.0,561000.0,,,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32 > TRACTOR SERIE MF 2600 ARGENTINA (50HP A 95HP),49CV - MF 2615 4X2 7.50- 16/13.6-28 C/3P,u$s,29,26222.0,25200.0,24200.0,23200.0,22300.0,21400.0,20500.0,19700.0,18900.0,,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32 > TRACTOR SERIE MF 2600 ARGENTINA (50HP A 95HP),63CV - MF 2625 4X2 7.50- 16/16.9-28 C/3P,u$s,29,31645.0,30400.0,29200.0,28000.0,26900.0,25800.0,24800.0,23800.0,22800.0,,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32 > TRACTOR SERIE MF 2600 ARGENTINA (50HP A 95HP),63CV - MF 2625 4X4 9.5- 24/16.9-28 C/3P,u$s,29,37742.0,36200.0,34800.0,33400.0,32100.0,30800.0,29500.0,28400.0,27200.0,,,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32 > TRACTOR SERIE MF 2600 ARGENTINA (50HP A 95HP),85CV - MF 2640 4X2 9- 16/18.4-30 C/3P,u$s,29,46330.0,44500.0,42700.0,41000.0,39400.0,37800.0,36300.0,34800.0,33400.0,32100.0,30800.0,29600.0,28400.0,27300.0,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32 > TRACTOR SERIE MF 2600 ARGENTINA (50HP A 95HP),85CV - MF 2640 4X4 12.4- 24/18.4-30 C/3P,u$s,29,53080.0,51000.0,48900.0,47000.0,45100.0,43300.0,41500.0,39900.0,38300.0,36800.0,35300.0,33900.0,32500.0,31200.0,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32 > TRACTOR SERIE 200 FRUTERO (50HP A 95HP),50HP - MF 240 4x2 (6.00-16 / 12.4-11-28),u$s,29,,,,,,,,,16000.0,14500.0,13000.0,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32 > TRACTOR SERIE 200 FRUTERO (50HP A 95HP),50CV - MF 262 4x2 (5.50-16 / 12.4-24),u$s,29,,,,,,,,,35500.0,32000.0,28400.0,27000.0,25600.0,24300.0,23000.0,11500.0
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32 > TRACTOR SERIE 200 FRUTERO (50HP A 95HP),50CV - MF 262 4x2 (6.00-16 / 14.9-24),u$s,29,,,,,,,,,36000.0,32400.0,28800.0,27300.0,25900.0,24600.0,23300.0,11700.0
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32 > TRACTOR SERIE 200 FRUTERO (50HP A 95HP),64HP - MF 262 4x4 (7.00-18 / 12.4-28),u$s,29,,,,,,,,,30700.0,27900.0,25000.0,,,,,
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32 > TRACTOR SERIE 200 FRUTERO (50HP A 95HP),71HP - MF 265 4x2 (6.00-16 / 14.9-24),u$s,29,,,,,,,,,26800.0,25000.0,23100.0,21500.0,19900.0,18500.0,17100.0,15900.0
08/01/2026,MASSEY FERGUSON,COSECHADORAS MF 32 > TRACTOR SERIE 200 FRUTERO (50HP A 95HP),73HP - MF 265 4x2 (6.50- 16/18.4-30),u$s,29,,,,,,,,,,,,,18000.0,16500.0,15000.0,
